Wave Data provided @ 13:15hrs on 27-08-2023,,,,,,
Site, DateTime, Hsig, Hmax, Tp, Tz, Direction
North Moreton Bay,2023-08-20T04:30:00,0.56,0.95,12.5,4.04,90
North Moreton Bay,2023-08-20T05:00:00,0.534,0.9,12.5,4.167,97
North Moreton Bay,2023-08-20T05:30:00,0.693,1.3,13.33,4.301,92.8
North Moreton Bay,2023-08-20T06:00:00,0.525,1.07,12.5,5.195,95.6
North Moreton Bay,2023-08-20T06:30:00,0.578,0.98,12.5,4.444,99.8
North Moreton Bay,2023-08-20T07:00:00,0.586,1.06,12.5,5.195,101.3
North Moreton Bay,2023-08-20T07:30:00,0.529,1.01,12.5,5.263,97
North Moreton Bay,2023-08-20T08:00:00,0.519,0.95,11.11,5.128,99.8
North Moreton Bay,2023-08-20T08:30:00,0.541,0.84,11.11,5.634,99.8
North Moreton Bay,2023-08-20T09:00:00,0.482,0.89,11.11,5.634,98.4
North Moreton Bay,2023-08-20T09:30:00,0.532,0.92,11.11,5.97,99.8
North Moreton Bay,2023-08-20T10:00:00,0.55,1.04,11.11,5.797,92.8
North Moreton Bay,2023-08-20T10:30:00,0.524,0.84,11.76,5.797,94.2
North Moreton Bay,2023-08-20T11:00:00,0.52,0.92,11.76,5.556,98.4
North Moreton Bay,2023-08-20T11:30:00,0.564,0.92,12.5,5.405,91.4
North Moreton Bay,2023-08-20T12:00:00,0.529,0.98,13.33,5.333,78.8
North Moreton Bay,2023-08-20T12:30:00,0.514,0.81,13.33,5.556,91.4
North Moreton Bay,2023-08-20T13:00:00,0.531,0.94,13.33,5.405,80.2
North Moreton Bay,2023-08-20T13:30:00,0.566,0.93,10,5.714,88.6
North Moreton Bay,2023-08-20T14:00:00,0.519,0.84,11.11,6.154,87.2
North Moreton Bay,2023-08-20T14:30:00,0.502,0.84,10.53,6.154,87.2
North Moreton Bay,2023-08-20T15:00:00,0.5,0.72,12.5,6.25,81.6
North Moreton Bay,2023-08-20T15:30:00,0.491,0.86,12.5,6.061,83
North Moreton Bay,2023-08-20T16:00:00,0.518,0.87,11.11,5.97,92.8
North Moreton Bay,2023-08-20T16:30:00,0.461,0.74,11.11,5.634,92.8
North Moreton Bay,2023-08-20T17:00:00,0.444,0.68,12.5,4.878,91.4
North Moreton Bay,2023-08-20T17:30:00,0.42,0.74,11.11,4.706,98.4
North Moreton Bay,2023-08-20T18:00:00,0.425,0.76,11.11,4.819,101.3
North Moreton Bay,2023-08-20T18:30:00,0.41,0.63,10.53,4.938,94.2
North Moreton Bay,2023-08-20T19:00:00,0.416,0.72,10.53,5,97
North Moreton Bay,2023-08-20T19:30:00,0.423,0.7,10,5.195,101.3
North Moreton Bay,2023-08-20T20:00:00,0.402,0.63,10.53,5.263,98.4
North Moreton Bay,2023-08-20T20:30:00,0.394,0.66,10.53,5.128,95.6
North Moreton Bay,2023-08-20T21:00:00,0.398,0.68,13.33,5.333,90
North Moreton Bay,2023-08-20T21:30:00,0.424,0.76,13.33,5.333,98.4
North Moreton Bay,2023-08-20T22:00:00,0.46,0.81,12.5,5.195,83
North Moreton Bay,2023-08-20T23:00:00,0.445,0.78,12.5,5.263,88.6
North Moreton Bay,2023-08-20T23:30:00,0.487,0.91,10.53,5.195,87.2
North Moreton Bay,2023-08-21T00:00:00,0.474,0.73,12.5,5.195,85.8
North Moreton Bay,2023-08-21T00:30:00,0.491,0.88,12.5,5,90
North Moreton Bay,2023-08-21T01:00:00,0.456,0.81,12.5,5.063,84.4
North Moreton Bay,2023-08-21T01:30:00,0.449,0.83,10.53,4.819,84.4
North Moreton Bay,2023-08-21T02:00:00,0.433,0.75,12.5,4.938,80.2
North Moreton Bay,2023-08-21T02:30:00,0.416,0.84,12.5,4.211,83
North Moreton Bay,2023-08-21T03:00:00,0.418,0.78,12.5,3.774,81.6
North Moreton Bay,2023-08-21T03:30:00,0.407,0.78,12.5,4.04,78.8
North Moreton Bay,2023-08-21T04:00:00,0.419,0.76,12.5,4.255,83
North Moreton Bay,2023-08-21T04:30:00,0.454,0.81,12.5,4.255,83
North Moreton Bay,2023-08-21T05:00:00,0.455,0.74,12.5,4.444,87.2
North Moreton Bay,2023-08-21T05:30:00,0.43,0.78,12.5,4.396,87.2
North Moreton Bay,2023-08-21T06:00:00,0.411,0.76,11.11,4.348,88.6
North Moreton Bay,2023-08-21T06:30:00,0.422,0.81,12.5,4.211,77.3
North Moreton Bay,2023-08-21T07:00:00,0.492,0.87,11.76,4.545,94.2
North Moreton Bay,2023-08-21T07:30:00,0.453,0.81,10.53,4.762,94.2
North Moreton Bay,2023-08-21T08:00:00,0.463,0.87,11.11,5,95.6
North Moreton Bay,2023-08-21T08:30:00,0.446,0.76,10.53,5.063,97
North Moreton Bay,2023-08-21T09:00:00,0.447,0.81,10.53,4.938,91.4
North Moreton Bay,2023-08-21T09:30:00,0.457,0.74,11.11,5.263,102.7
North Moreton Bay,2023-08-21T10:00:00,0.451,0.91,12.5,5.063,85.8
North Moreton Bay,2023-08-21T10:30:00,0.463,0.79,11.76,5.195,98.4
North Moreton Bay,2023-08-21T11:00:00,0.437,0.73,11.11,4.819,97
North Moreton Bay,2023-08-21T11:30:00,0.435,0.83,11.76,4.706,84.4
North Moreton Bay,2023-08-21T12:00:00,0.443,0.65,12.5,5.128,83
North Moreton Bay,2023-08-21T12:30:00,0.446,0.77,10.53,4.938,83
North Moreton Bay,2023-08-21T13:00:00,0.439,0.72,11.76,5.263,88.6
North Moreton Bay,2023-08-21T13:30:00,0.442,0.78,10.53,5.405,94.2
North Moreton Bay,2023-08-21T14:00:00,0.489,0.74,11.11,5.556,90
North Moreton Bay,2023-08-21T14:30:00,0.503,0.77,11.11,6.061,94.2
North Moreton Bay,2023-08-21T15:00:00,0.452,0.78,11.76,6.557,85.8
North Moreton Bay,2023-08-21T16:00:00,0.428,0.76,12.5,4.545,80.2
North Moreton Bay,2023-08-21T16:30:00,0.413,0.78,11.11,4.348,98.4
North Moreton Bay,2023-08-21T17:00:00,0.412,0.68,11.76,4.124,102.7
North Moreton Bay,2023-08-21T17:30:00,0.418,0.7,11.76,4.082,99.8
North Moreton Bay,2023-08-21T18:00:00,0.418,0.74,12.5,4.082,99.8
North Moreton Bay,2023-08-21T18:30:00,0.387,0.64,11.11,4.082,92.8
North Moreton Bay,2023-08-21T19:00:00,0.43,0.77,11.11,3.738,94.2
North Moreton Bay,2023-08-21T19:30:00,0.411,0.77,11.76,3.846,87.2
North Moreton Bay,2023-08-21T20:00:00,0.412,0.75,10,3.636,104.1
North Moreton Bay,2023-08-21T20:30:00,0.425,0.68,10,3.54,90
North Moreton Bay,2023-08-21T21:00:00,0.408,0.78,11.76,3.67,91.4
North Moreton Bay,2023-08-21T21:30:00,0.438,0.7,11.76,3.738,90
North Moreton Bay,2023-08-21T22:00:00,0.416,0.79,12.5,3.738,95.6
North Moreton Bay,2023-08-21T22:30:00,0.431,0.72,12.5,3.636,90
North Moreton Bay,2023-08-21T23:00:00,0.442,0.92,10.53,3.54,97
North Moreton Bay,2023-08-21T23:30:00,0.473,0.97,11.76,3.67,87.2
North Moreton Bay,2023-08-22T00:00:00,0.436,0.85,11.11,3.571,83
North Moreton Bay,2023-08-22T00:30:00,0.438,0.82,12.5,3.636,68.9
North Moreton Bay,2023-08-22T01:00:00,0.434,0.74,11.76,3.67,85.8
North Moreton Bay,2023-08-22T01:30:00,0.45,0.79,12.5,3.846,74.5
North Moreton Bay,2023-08-22T02:00:00,0.453,0.74,12.5,3.883,81.6
North Moreton Bay,2023-08-22T02:30:00,0.459,0.86,10.53,3.81,77.3
North Moreton Bay,2023-08-22T03:00:00,0.466,0.71,10.53,4.124,84.4
North Moreton Bay,2023-08-22T03:30:00,0.464,0.74,12.5,4.167,73.1
North Moreton Bay,2023-08-22T04:00:00,0.451,0.75,11.11,4.124,80.2
North Moreton Bay,2023-08-22T04:30:00,0.448,0.7,11.76,4,80.2
North Moreton Bay,2023-08-22T05:00:00,0.455,0.8,10.53,4.301,94.2
North Moreton Bay,2023-08-22T05:30:00,0.417,0.68,11.76,4.396,77.3
North Moreton Bay,2023-08-22T06:00:00,0.398,0.63,11.11,4.444,87.2
North Moreton Bay,2023-08-22T06:30:00,0.43,0.74,12.5,4.545,75.9
North Moreton Bay,2023-08-22T07:00:00,0.4,0.71,12.5,4.938,77.3
North Moreton Bay,2023-08-22T07:30:00,0.406,0.67,10,4.651,95.6
North Moreton Bay,2023-08-22T08:00:00,0.409,0.76,10.53,4.598,90
North Moreton Bay,2023-08-22T08:30:00,0.389,0.68,11.76,4.706,83
North Moreton Bay,2023-08-22T09:00:00,0.38,0.6,11.76,4.651,85.8
North Moreton Bay,2023-08-22T09:30:00,0.359,0.6,12.5,4.819,64.7
North Moreton Bay,2023-08-22T10:00:00,0.398,0.8,10,4.545,95.6
North Moreton Bay,2023-08-22T10:30:00,0.404,0.64,12.5,4.938,71.7
North Moreton Bay,2023-08-22T11:00:00,0.379,0.66,12.5,4.819,77.3
North Moreton Bay,2023-08-22T11:30:00,0.377,0.62,12.5,5,70.3
North Moreton Bay,2023-08-22T12:00:00,0.401,0.65,12.5,5.195,75.9
North Moreton Bay,2023-08-22T12:30:00,0.389,0.58,11.76,5.128,67.5
North Moreton Bay,2023-08-22T13:00:00,0.409,0.76,12.5,5.063,68.9
North Moreton Bay,2023-08-22T13:30:00,0.409,0.63,11.11,4.938,84.4
North Moreton Bay,2023-08-22T14:00:00,0.416,0.7,11.76,5,74.5
North Moreton Bay,2023-08-22T14:30:00,0.443,0.7,11.76,5.195,78.8
North Moreton Bay,2023-08-22T15:00:00,0.45,0.88,12.5,5,77.3
North Moreton Bay,2023-08-22T15:30:00,0.443,0.69,11.76,3.96,77.3
North Moreton Bay,2023-08-22T16:00:00,0.487,0.87,12.5,3.774,68.9
North Moreton Bay,2023-08-22T16:30:00,0.477,0.73,12.5,3.81,73.1
North Moreton Bay,2023-08-22T17:00:00,0.519,0.93,12.5,3.738,68.9
North Moreton Bay,2023-08-22T17:30:00,0.518,0.88,11.76,3.846,84.4
North Moreton Bay,2023-08-22T18:00:00,0.516,0.91,11.76,3.846,80.2
North Moreton Bay,2023-08-22T18:30:00,0.51,0.9,11.76,3.96,81.6
North Moreton Bay,2023-08-22T19:00:00,0.499,0.83,12.5,3.96,84.4
North Moreton Bay,2023-08-22T19:30:00,0.497,1.06,11.76,3.96,83
North Moreton Bay,2023-08-22T20:00:00,0.494,0.84,12.5,3.81,94.2
North Moreton Bay,2023-08-22T20:30:00,0.498,0.86,11.76,3.846,95.6
North Moreton Bay,2023-08-22T21:00:00,0.488,0.83,12.5,3.81,85.8
North Moreton Bay,2023-08-22T21:30:00,0.507,0.76,11.11,3.774,80.2
North Moreton Bay,2023-08-22T22:00:00,0.508,0.86,12.5,3.846,90
North Moreton Bay,2023-08-22T22:30:00,0.505,0.82,11.76,3.846,81.6
North Moreton Bay,2023-08-22T23:00:00,0.531,0.9,11.76,4,84.4
North Moreton Bay,2023-08-22T23:30:00,0.528,0.89,11.76,4,85.8
North Moreton Bay,2023-08-23T00:00:00,0.502,0.87,11.76,3.883,78.8
North Moreton Bay,2023-08-23T00:30:00,0.507,0.89,12.5,3.846,85.8
North Moreton Bay,2023-08-23T01:00:00,0.542,0.85,11.76,4,94.2
North Moreton Bay,2023-08-23T01:30:00,0.534,0.85,11.76,4.211,92.8
North Moreton Bay,2023-08-23T02:00:00,0.549,0.84,12.5,4.124,88.6
North Moreton Bay,2023-08-23T02:30:00,0.519,0.94,12.5,4.167,90
North Moreton Bay,2023-08-23T03:00:00,0.54,0.95,11.76,4.211,80.2
North Moreton Bay,2023-08-23T03:30:00,0.543,0.94,11.76,4.211,84.4
North Moreton Bay,2023-08-23T04:00:00,0.53,0.87,12.5,4.211,80.2
North Moreton Bay,2023-08-23T04:30:00,0.53,0.86,11.11,4.082,84.4
North Moreton Bay,2023-08-23T05:00:00,0.548,1.1,11.76,4.167,84.4
North Moreton Bay,2023-08-23T05:30:00,0.549,0.84,11.76,4.255,80.2
North Moreton Bay,2023-08-23T06:00:00,0.552,0.86,11.76,4.348,83
North Moreton Bay,2023-08-23T06:30:00,0.526,0.83,11.76,4.301,81.6
North Moreton Bay,2023-08-23T07:00:00,0.54,0.95,11.76,4.348,80.2
North Moreton Bay,2023-08-23T07:30:00,0.505,0.8,5.56,4.396,49.2
North Moreton Bay,2023-08-23T08:00:00,0.52,0.87,11.76,4.545,87.2
North Moreton Bay,2023-08-23T08:30:00,0.539,0.94,11.76,4.762,88.6
North Moreton Bay,2023-08-23T09:00:00,0.518,0.87,5.56,4.878,43.6
North Moreton Bay,2023-08-23T09:30:00,0.513,1.08,11.11,4.706,97
North Moreton Bay,2023-08-23T10:00:00,0.508,0.9,5.56,4.762,40.8
North Moreton Bay,2023-08-23T10:30:00,0.505,0.87,5.88,4.819,36.6
North Moreton Bay,2023-08-23T11:00:00,0.52,0.75,11.76,4.706,80.2
North Moreton Bay,2023-08-23T11:30:00,0.536,0.89,5.88,4.938,42.2
North Moreton Bay,2023-08-23T12:00:00,0.545,0.85,11.11,5.063,78.8
North Moreton Bay,2023-08-23T12:30:00,0.471,0.79,5.56,4.878,47.8
North Moreton Bay,2023-08-23T13:00:00,0.527,0.88,5,4.878,56.3
North Moreton Bay,2023-08-23T13:30:00,0.494,0.99,11.76,5.195,81.6
North Moreton Bay,2023-08-23T14:00:00,0.496,0.93,5.26,4.762,53.4
North Moreton Bay,2023-08-23T14:30:00,0.543,0.91,6.25,4.348,52
North Moreton Bay,2023-08-23T15:00:00,0.503,0.97,5.56,4.348,54.8
North Moreton Bay,2023-08-23T15:30:00,0.546,0.83,12.5,3.81,104.1
North Moreton Bay,2023-08-23T16:00:00,0.568,0.92,12.5,3.738,98.4
North Moreton Bay,2023-08-23T16:30:00,0.585,0.94,12.5,3.704,105.5
North Moreton Bay,2023-08-23T17:00:00,0.596,1,5.88,3.774,54.8
North Moreton Bay,2023-08-23T17:30:00,0.615,1.06,5.88,3.636,57.7
North Moreton Bay,2023-08-23T18:00:00,0.656,1.02,5.26,3.67,66.1
North Moreton Bay,2023-08-23T18:30:00,0.683,1.09,5.56,3.846,66.1
North Moreton Bay,2023-08-23T19:00:00,0.664,1.22,11.76,3.738,92.8
North Moreton Bay,2023-08-23T19:30:00,0.687,1.15,5.56,3.81,64.7
North Moreton Bay,2023-08-23T20:00:00,0.681,1.27,6.25,3.922,47.8
North Moreton Bay,2023-08-23T20:30:00,0.669,1.01,5.88,3.81,54.8
North Moreton Bay,2023-08-23T21:00:00,0.661,1.13,5.88,3.846,56.3
North Moreton Bay,2023-08-23T21:30:00,0.642,1.16,5.56,3.738,68.9
North Moreton Bay,2023-08-23T22:00:00,0.675,1.27,6.67,3.96,50.6
North Moreton Bay,2023-08-23T22:30:00,0.655,1.19,6.67,3.922,52
North Moreton Bay,2023-08-23T23:00:00,0.632,1.06,6.67,3.81,47.8
North Moreton Bay,2023-08-23T23:30:00,0.61,1.02,6.25,3.704,56.3
North Moreton Bay,2023-08-24T00:00:00,0.62,1.21,6.25,3.883,53.4
North Moreton Bay,2023-08-24T00:30:00,0.6,1.1,6.67,4,49.2
North Moreton Bay,2023-08-24T01:00:00,0.627,1.03,6.67,3.883,52
North Moreton Bay,2023-08-24T01:30:00,0.638,1.05,6.67,4.082,45
North Moreton Bay,2023-08-24T02:00:00,0.598,0.89,7.14,4.301,47.8
North Moreton Bay,2023-08-24T02:30:00,0.605,1.17,6.67,4.301,43.6
North Moreton Bay,2023-08-24T03:00:00,0.663,1.16,6.67,3.922,39.4
North Moreton Bay,2023-08-24T03:30:00,0.734,1.25,6.67,3.509,40.8
North Moreton Bay,2023-08-24T04:30:00,1.009,2.3,3.45,3.636,173
North Moreton Bay,2023-08-24T05:00:00,1.056,1.72,3.7,3.704,171.6
North Moreton Bay,2023-08-24T05:30:00,1.04,1.64,3.85,3.704,174.4
North Moreton Bay,2023-08-24T06:00:00,1.004,1.88,3.7,3.704,171.6
North Moreton Bay,2023-08-24T06:30:00,0.927,1.73,4.35,3.738,170.2
North Moreton Bay,2023-08-24T07:00:00,0.892,1.41,4,3.704,184.2
North Moreton Bay,2023-08-24T07:30:00,0.919,1.52,4,3.636,175.8
North Moreton Bay,2023-08-24T08:00:00,0.855,1.55,7.14,3.774,83
North Moreton Bay,2023-08-24T08:30:00,0.813,1.44,4,3.774,180
North Moreton Bay,2023-08-24T09:00:00,0.853,1.49,7.69,3.774,64.7
North Moreton Bay,2023-08-24T09:30:00,0.808,1.26,7.69,3.883,73.1
North Moreton Bay,2023-08-24T10:00:00,0.808,1.37,6.67,3.922,84.4
North Moreton Bay,2023-08-24T10:30:00,0.802,1.42,7.14,3.96,61.9
North Moreton Bay,2023-08-24T11:00:00,0.76,1.27,4,3.883,168.8
North Moreton Bay,2023-08-24T11:30:00,0.836,1.38,4.35,3.922,170.2
North Moreton Bay,2023-08-24T12:00:00,0.802,1.38,6.25,4.124,80.2
North Moreton Bay,2023-08-24T12:30:00,0.903,1.5,7.14,4.04,87.2
North Moreton Bay,2023-08-24T13:00:00,0.829,1.48,7.14,4.04,80.2
North Moreton Bay,2023-08-24T13:30:00,0.836,1.82,4.17,3.883,154.7
North Moreton Bay,2023-08-24T14:00:00,0.833,1.44,7.14,3.96,66.1
North Moreton Bay,2023-08-24T14:30:00,0.825,1.3,6.25,3.883,83
North Moreton Bay,2023-08-24T15:00:00,0.835,1.43,6.67,3.738,80.2
North Moreton Bay,2023-08-24T15:30:00,0.903,1.41,7.14,3.81,63.3
North Moreton Bay,2023-08-24T16:00:00,0.929,1.57,6.25,3.96,85.8
North Moreton Bay,2023-08-24T16:30:00,0.904,1.65,7.14,3.883,59.1
North Moreton Bay,2023-08-24T17:00:00,0.89,1.87,7.69,3.922,66.1
North Moreton Bay,2023-08-24T17:30:00,0.861,1.41,7.14,3.96,63.3
North Moreton Bay,2023-08-24T18:00:00,0.865,1.57,6.67,3.96,80.2
North Moreton Bay,2023-08-24T18:30:00,0.942,1.61,7.69,3.96,71.7
North Moreton Bay,2023-08-24T19:00:00,0.871,1.35,7.14,4.167,71.7
North Moreton Bay,2023-08-24T19:30:00,0.897,1.38,7.14,4.082,74.5
North Moreton Bay,2023-08-24T20:00:00,0.873,1.48,7.14,4.124,70.3
North Moreton Bay,2023-08-24T20:30:00,0.795,1.3,7.14,4.255,77.3
North Moreton Bay,2023-08-24T21:00:00,0.814,1.37,7.14,4.124,73.1
North Moreton Bay,2023-08-24T21:30:00,0.815,1.47,6.67,4.301,71.7
North Moreton Bay,2023-08-24T22:00:00,0.822,1.38,7.14,4.348,81.6
North Moreton Bay,2023-08-24T22:30:00,0.829,1.46,7.69,4.211,73.1
North Moreton Bay,2023-08-24T23:00:00,0.798,1.51,7.14,4.211,73.1
North Moreton Bay,2023-08-24T23:30:00,0.871,1.73,7.69,4.082,77.3
North Moreton Bay,2023-08-25T00:00:00,0.869,1.32,7.69,4,61.9
North Moreton Bay,2023-08-25T00:30:00,0.953,1.7,7.14,4.04,78.8
North Moreton Bay,2023-08-25T01:00:00,0.918,1.5,7.69,4.167,70.3
North Moreton Bay,2023-08-25T01:30:00,0.937,1.64,7.14,4,81.6
North Moreton Bay,2023-08-25T02:00:00,0.962,1.56,6.67,4.124,91.4
North Moreton Bay,2023-08-25T02:30:00,0.926,1.59,7.14,4.167,81.6
North Moreton Bay,2023-08-25T03:00:00,0.919,1.66,4,3.922,178.6
North Moreton Bay,2023-08-25T03:30:00,0.874,1.44,7.14,3.922,73.1
North Moreton Bay,2023-08-25T04:00:00,0.866,1.43,7.69,3.883,70.3
North Moreton Bay,2023-08-25T04:30:00,0.862,1.45,7.69,4,68.9
North Moreton Bay,2023-08-25T05:00:00,0.862,1.61,6.67,4,83
North Moreton Bay,2023-08-25T05:30:00,0.831,1.33,6.67,3.96,87.2
North Moreton Bay,2023-08-25T06:00:00,0.826,1.41,7.14,4,73.1
North Moreton Bay,2023-08-25T06:30:00,0.811,1.4,7.14,4,66.1
North Moreton Bay,2023-08-25T07:00:00,0.828,1.44,7.14,4,77.3
North Moreton Bay,2023-08-25T07:30:00,0.87,1.41,7.14,4,67.5
North Moreton Bay,2023-08-25T08:00:00,0.857,1.41,7.69,3.883,63.3
North Moreton Bay,2023-08-25T08:30:00,0.842,1.51,7.14,3.96,73.1
North Moreton Bay,2023-08-25T09:00:00,0.875,1.42,7.14,3.96,87.2
North Moreton Bay,2023-08-25T09:30:00,0.881,1.86,7.69,3.96,73.1
North Moreton Bay,2023-08-25T10:00:00,0.861,1.44,7.14,4,81.6
North Moreton Bay,2023-08-25T10:30:00,0.871,1.44,7.69,3.96,74.5
North Moreton Bay,2023-08-25T11:00:00,0.778,1.33,7.69,4.301,74.5
North Moreton Bay,2023-08-25T11:30:00,0.737,1.49,7.69,4.444,78.8
North Moreton Bay,2023-08-25T12:00:00,0.752,1.18,7.14,4.706,80.2
North Moreton Bay,2023-08-25T12:30:00,0.772,1.22,7.14,4.878,70.3
North Moreton Bay,2023-08-25T13:00:00,0.776,1.17,6.25,4.762,78.8
North Moreton Bay,2023-08-25T13:30:00,0.827,1.6,7.14,4.348,75.9
North Moreton Bay,2023-08-25T14:00:00,0.803,1.4,6.67,4.167,92.8
North Moreton Bay,2023-08-25T14:30:00,0.81,1.29,7.14,4.082,78.8
North Moreton Bay,2023-08-25T15:00:00,0.755,1.21,7.69,4.301,73.1
North Moreton Bay,2023-08-25T15:30:00,0.809,1.43,7.14,4.211,74.5
North Moreton Bay,2023-08-25T16:00:00,0.881,1.59,6.67,3.922,81.6
North Moreton Bay,2023-08-25T16:30:00,0.896,1.49,7.69,4,70.3
North Moreton Bay,2023-08-25T17:00:00,0.858,1.53,6.67,3.81,80.2
North Moreton Bay,2023-08-25T17:30:00,0.853,1.36,6.67,3.883,66.1
North Moreton Bay,2023-08-25T18:00:00,0.849,1.38,7.69,3.846,59.1
North Moreton Bay,2023-08-25T18:30:00,0.763,1.31,6.25,3.96,77.3
North Moreton Bay,2023-08-25T19:00:00,0.778,1.25,7.14,3.636,71.7
North Moreton Bay,2023-08-25T19:30:00,0.764,1.33,7.14,4,61.9
North Moreton Bay,2023-08-25T20:00:00,0.698,1.11,6.25,3.96,73.1
North Moreton Bay,2023-08-25T20:30:00,0.745,1.31,7.14,4.04,67.5
North Moreton Bay,2023-08-25T21:00:00,0.712,1.06,7.14,4.082,68.9
North Moreton Bay,2023-08-25T21:30:00,0.749,1.19,6.25,3.96,77.3
North Moreton Bay,2023-08-25T22:00:00,0.753,1.18,7.14,3.922,77.3
North Moreton Bay,2023-08-25T22:30:00,0.709,1.07,7.14,4,71.7
North Moreton Bay,2023-08-25T23:00:00,0.699,1.2,4.76,4,98.4
North Moreton Bay,2023-08-25T23:30:00,0.712,1.1,7.14,3.922,70.3
North Moreton Bay,2023-08-26T00:00:00,0.717,1.1,7.14,4.082,74.5
North Moreton Bay,2023-08-26T00:30:00,0.709,1.11,7.14,4.082,78.8
North Moreton Bay,2023-08-26T01:00:00,0.692,1.27,6.67,4,84.4
North Moreton Bay,2023-08-26T01:30:00,0.724,1.28,6.25,4,88.6
North Moreton Bay,2023-08-26T02:00:00,0.702,1.09,6.25,4.082,87.2
North Moreton Bay,2023-08-26T02:30:00,0.695,1.24,7.14,4.04,81.6
North Moreton Bay,2023-08-26T03:00:00,0.725,1.26,6.67,3.846,84.4
North Moreton Bay,2023-08-26T03:30:00,0.766,1.29,6.67,3.81,80.2
North Moreton Bay,2023-08-26T04:00:00,0.851,1.69,6.67,3.883,78.8
North Moreton Bay,2023-08-26T04:30:00,0.858,1.48,3.7,3.922,175.8
North Moreton Bay,2023-08-26T05:00:00,0.809,1.3,3.57,3.922,173
North Moreton Bay,2023-08-26T05:30:00,0.792,1.42,7.14,3.81,70.3
North Moreton Bay,2023-08-26T06:00:00,0.793,1.42,6.67,3.81,84.4
North Moreton Bay,2023-08-26T06:30:00,0.828,1.49,5.88,3.774,75.9
North Moreton Bay,2023-08-26T07:00:00,0.825,1.38,6.25,3.774,75.9
North Moreton Bay,2023-08-26T07:30:00,0.88,1.4,6.67,3.774,68.9
North Moreton Bay,2023-08-26T08:00:00,0.842,1.37,6.25,3.81,75.9
North Moreton Bay,2023-08-26T08:30:00,0.838,1.54,6.67,3.883,77.3
North Moreton Bay,2023-08-26T09:00:00,0.845,1.37,6.25,3.883,74.5
North Moreton Bay,2023-08-26T09:30:00,0.834,1.38,6.25,3.922,74.5
North Moreton Bay,2023-08-26T10:00:00,0.835,1.58,6.67,3.96,70.3
North Moreton Bay,2023-08-26T10:30:00,0.849,1.52,6.67,3.96,74.5
North Moreton Bay,2023-08-26T11:00:00,0.831,1.43,6.67,4.082,75.9
North Moreton Bay,2023-08-26T11:30:00,0.844,1.36,6.25,3.96,81.6
North Moreton Bay,2023-08-26T12:00:00,0.818,1.41,3.7,4,170.2
North Moreton Bay,2023-08-26T12:30:00,0.856,1.6,6.67,4,81.6
North Moreton Bay,2023-08-26T13:00:00,0.833,1.27,3.85,4.167,165.9
North Moreton Bay,2023-08-26T13:30:00,0.866,1.47,5.88,4.167,87.2
North Moreton Bay,2023-08-26T14:00:00,0.875,1.36,5.56,4.082,88.6
North Moreton Bay,2023-08-26T14:30:00,0.851,1.3,6.67,3.96,85.8
North Moreton Bay,2023-08-26T15:00:00,0.845,1.45,6.67,3.883,74.5
North Moreton Bay,2023-08-26T15:30:00,0.878,1.4,6.25,3.922,83
North Moreton Bay,2023-08-26T16:00:00,0.859,1.35,6.25,4.167,85.8
North Moreton Bay,2023-08-26T16:30:00,0.84,1.53,6.25,4.082,78.8
North Moreton Bay,2023-08-26T17:00:00,0.812,1.33,5.56,3.96,85.8
North Moreton Bay,2023-08-26T17:30:00,0.86,1.52,5.88,3.922,84.4
North Moreton Bay,2023-08-26T18:00:00,0.897,1.53,5.88,4.04,83
North Moreton Bay,2023-08-26T18:30:00,0.879,1.82,6.25,4.082,73.1
North Moreton Bay,2023-08-26T19:00:00,0.908,1.61,5.88,4,80.2
North Moreton Bay,2023-08-26T19:30:00,0.882,1.51,5.88,3.96,83
North Moreton Bay,2023-08-26T20:00:00,0.873,1.61,5.56,3.81,88.6
North Moreton Bay,2023-08-26T20:30:00,0.9,1.62,6.67,4,83
North Moreton Bay,2023-08-26T21:00:00,0.886,1.64,6.67,4.082,85.8
North Moreton Bay,2023-08-26T21:30:00,0.895,1.48,5.88,4.124,81.6
North Moreton Bay,2023-08-26T22:00:00,0.918,1.62,6.25,4.124,88.6
North Moreton Bay,2023-08-26T22:30:00,0.881,1.59,5.88,4.167,84.4
North Moreton Bay,2023-08-26T23:00:00,0.842,1.63,6.67,4.124,87.2
North Moreton Bay,2023-08-26T23:30:00,0.835,1.65,6.67,4.211,77.3
North Moreton Bay,2023-08-27T00:00:00,0.828,1.47,6.67,4.211,83
North Moreton Bay,2023-08-27T00:30:00,0.791,1.25,5.88,4.301,87.2
North Moreton Bay,2023-08-27T01:00:00,0.832,1.33,5.26,4.167,97
North Moreton Bay,2023-08-27T01:30:00,0.814,1.34,5.88,4.348,92.8
North Moreton Bay,2023-08-27T02:00:00,0.774,1.14,6.25,4.211,88.6
North Moreton Bay,2023-08-27T02:30:00,0.774,1.5,6.25,4.444,83
North Moreton Bay,2023-08-27T03:00:00,0.843,1.47,6.67,4.348,83
North Moreton Bay,2023-08-27T03:30:00,0.882,1.43,6.67,4.301,81.6
North Moreton Bay,2023-08-27T04:00:00,0.881,1.62,6.25,4.211,85.8
North Moreton Bay,2023-08-27T04:30:00,0.868,1.36,5.88,4.301,98.4
North Moreton Bay,2023-08-27T05:00:00,0.881,1.69,6.67,4.301,81.6
North Moreton Bay,2023-08-27T05:30:00,0.942,1.42,5.88,4.167,91.4
